DateTime,ID,Device_ID,Device_type,Device,Site,Ambient,DevicexAmbient,Checkin,Checkout,Duration,Pre-classification,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,AIRTEMP,WINDSPEED,PRECIPITATION,RAD,GROUNDTEMP,RH,AIRP,Day,Week
2023-08-23 09:15:00,1611.0,ID2_0013,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:22:33.191000,2023-08-23 09:22:43.246000,00:00:10.055000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:15:00,1610.0,ID2_0012,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:16:22.446000,2023-08-23 09:16:32.484000,00:00:10.038000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:15:00,1609.0,ID2_0011,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:16:15.327000,2023-08-23 09:16:21.041000,00:00:05.714000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:15:00,1608.0,ID2_0010,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:16:08.243000,2023-08-23 09:16:13.892000,00:00:05.649000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:15:00,1146.0,ID1_0006,ID,ID1,Site1,Maize,IDxMaize,2023-08-23 09:29:06.795000,2023-08-23 09:29:21.265000,00:00:14.470000,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:15:00,1.0,FAIRD1_0001,FAIRD,FAIRD1,Site1,Maize,FAIRDxMaize,2023-08-23 09:29:19,2023-08-23 09:30:37,00:01:18,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:15:00,1614.0,ID2_0016,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:28:50.614000,2023-08-23 09:34:54.934000,00:06:04.320000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,476.6,20.7,62.575,978.22,1,1
2023-08-23 09:30:00,1621.0,ID2_0024,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:37:21.914000,2023-08-23 09:40:25.088000,00:03:03.174000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,1622.0,ID2_0025,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:38:37.736000,2023-08-23 09:38:45.014000,00:00:07.278000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,1620.0,ID2_0023,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:37:01.946000,2023-08-23 09:37:20.495000,00:00:18.549000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,2760.0,ID4_0027,ID,ID4,Site4,Meadow,IDxMeadow,2023-08-23 09:33:20.535000,2023-08-23 09:34:27.905000,00:01:07.370000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,2759.0,ID4_0026,ID,ID4,Site4,Meadow,IDxMeadow,2023-08-23 09:31:58.603000,2023-08-23 09:32:05.705000,00:00:07.102000,flesh_fly,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,1619.0,ID2_0022,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:36:06.884000,2023-08-23 09:36:18.295000,00:00:11.411000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,745.0,FAIRD4_0811,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 09:33:32,2023-08-23 09:33:51,00:00:19,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,0,Fannia,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
