"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"Device","FAIRD2-FAIRD1",0,-4.48692810457517,-20.3114423274611,11.3375861183108,0.87829029086679
"Device","FAIRD3-FAIRD1",0,-1.72222222222222,-16.751685848137,13.3072414036926,0.99042106762375
"Device","FAIRD4-FAIRD1",0,3.80158730158731,-11.2278763243275,18.8310509275021,0.90987133156724
"Device","FAIRD3-FAIRD2",0,2.76470588235295,-12.5009253958622,18.0303371605681,0.96410945087537
"Device","FAIRD4-FAIRD2",0,8.28851540616248,-6.97711587205263,23.5541466843776,0.48649700394703
"Device","FAIRD4-FAIRD3",0,5.52380952380952,-8.91603205478116,19.9636511024002,0.746537124769654
