"DateTime","Day","Week","Device","Ambient","AIRTEMP","WINDSPEED","Rain","RAD","GROUNDTEMP","RH","AIRP","Count"
"2023/08/23 07:00:00","1","1","ID1","Maize",28.8645833333333,2.42583333333333,0,498.388541666667,21.471875,54.959375,980.6125,12
"2023/08/23 07:00:00","1","1","ID2","Maize",28.8645833333333,2.42583333333333,0,498.388541666667,21.471875,54.959375,980.6125,29
"2023/08/23 07:00:00","1","1","ID4","Meadow",28.8645833333333,2.42583333333333,0,498.388541666667,21.471875,54.959375,980.6125,30
"2023/08/24 07:00:00","2","1","ID1","Maize",29.0388888888889,2.9415625,1,403.251041666667,20.8522569444444,60.3114583333333,973.249652777778,8
"2023/08/24 07:00:00","2","1","ID2","Maize",29.0388888888889,2.9415625,1,403.251041666667,20.8522569444444,60.3114583333333,973.249652777778,17
"2023/08/24 07:00:00","2","1","ID4","Meadow",29.0388888888889,2.9415625,1,403.251041666667,20.8522569444444,60.3114583333333,973.249652777778,140
"2023/08/25 07:00:00","3","1","ID1","Maize",23.4565972222222,5.86392361111111,0,205.907291666667,22.3965277777778,72.8208333333333,965.09375,37
"2023/08/25 07:00:00","3","1","ID2","Maize",23.4565972222222,5.86392361111111,0,205.907291666667,22.3965277777778,72.8208333333333,965.09375,80
"2023/08/25 07:00:00","3","1","ID4","Meadow",23.4565972222222,5.86392361111111,0,205.907291666667,22.3965277777778,72.8208333333333,965.09375,20
"2023/08/26 07:00:00","4","1","ID1","Maize",21.1090277777778,3.78847222222222,1,251.723958333333,22.7770833333333,81.5802083333333,965.482638888889,32
"2023/08/26 07:00:00","4","1","ID2","Maize",21.1090277777778,3.78847222222222,1,251.723958333333,22.7770833333333,81.5802083333333,965.482638888889,90
"2023/08/26 07:00:00","4","1","ID4","Meadow",21.1090277777778,3.78847222222222,1,251.723958333333,22.7770833333333,81.5802083333333,965.482638888889,32
"2023/08/27 07:00:00","5","1","ID1","Maize",17.1059027777778,3.53322916666667,1,115.095833333333,19.5388888888889,93.0260416666667,963.333333333333,16
"2023/08/27 07:00:00","5","1","ID2","Maize",17.1059027777778,3.53322916666667,1,115.095833333333,19.5388888888889,93.0260416666667,963.333333333333,20
"2023/08/27 07:00:00","5","1","ID4","Meadow",17.1059027777778,3.53322916666667,1,115.095833333333,19.5388888888889,93.0260416666667,963.333333333333,18
"2023/08/28 07:00:00","6","1","ID1","Maize",14.4465277777778,5.62347222222222,1,96.78125,18.2173611111111,92.865625,962.798611111111,29
"2023/08/28 07:00:00","6","1","ID2","Maize",14.4465277777778,5.62347222222222,1,96.78125,18.2173611111111,92.865625,962.798611111111,5
"2023/08/28 07:00:00","6","1","ID4","Meadow",14.4465277777778,5.62347222222222,1,96.78125,18.2173611111111,92.865625,962.798611111111,16
"2023/08/30 07:00:00","8","2","ID1","Maize",17.378125,4.46017361111111,0,310.866666666667,18.8260416666667,76.36875,961.736111111111,47
"2023/08/30 07:00:00","8","2","ID2","Maize",17.378125,4.46017361111111,0,310.866666666667,18.8260416666667,76.36875,961.736111111111,240
"2023/08/30 07:00:00","8","2","ID4","Meadow",17.378125,4.46017361111111,0,310.866666666667,18.8260416666667,76.36875,961.736111111111,18
"2023/08/31 07:00:00","9","2","ID2","Maize",16.4392361111111,7.58951388888889,0,319.958333333333,17.9940972222222,68.5916666666667,966.166666666667,220
"2023/08/31 07:00:00","9","2","ID4","Meadow",16.4392361111111,7.58951388888889,0,319.958333333333,17.9940972222222,68.5916666666667,966.166666666667,46
"2023/09/01 07:00:00","10","2","ID1","Maize",19.0444444444444,5.27364583333333,1,204.271875,18.9128472222222,83.0052083333333,968.145833333333,54
"2023/09/01 07:00:00","10","2","ID4","Meadow",19.0444444444444,5.27364583333333,1,204.271875,18.9128472222222,83.0052083333333,968.145833333333,2
"2023/09/02 07:00:00","11","2","ID1","Maize",24.0729166666667,2.71791666666667,0,451.503125,21.1791666666667,68.3677083333333,972.756944444444,21
"2023/09/02 07:00:00","11","2","ID2","Maize",24.0729166666667,2.71791666666667,0,451.503125,21.1791666666667,68.3677083333333,972.756944444444,63
"2023/09/02 07:00:00","11","2","ID4","Meadow",24.0729166666667,2.71791666666667,0,451.503125,21.1791666666667,68.3677083333333,972.756944444444,34
"2023/09/03 07:00:00","12","2","ID1","Maize",22.6204861111111,3.60951388888889,0,369.777083333333,20.4284722222222,69.0302083333333,978.024305555556,66
"2023/09/03 07:00:00","12","2","ID2","Maize",22.6204861111111,3.60951388888889,0,369.777083333333,20.4284722222222,69.0302083333333,978.024305555556,80
"2023/09/03 07:00:00","12","2","ID4","Meadow",22.6204861111111,3.60951388888889,0,369.777083333333,20.4284722222222,69.0302083333333,978.024305555556,62
"2023/09/04 07:00:00","13","2","ID1","Maize",23.9458333333333,2.38940972222222,0,479.654166666667,20.3041666666667,58.3416666666667,978.326388888889,20
"2023/09/04 07:00:00","13","2","ID2","Maize",23.9458333333333,2.38940972222222,0,479.654166666667,20.3041666666667,58.3416666666667,978.326388888889,13
"2023/09/04 07:00:00","13","2","ID4","Meadow",23.9458333333333,2.38940972222222,0,479.654166666667,20.3041666666667,58.3416666666667,978.326388888889,10
"2023/09/05 07:00:00","14","2","ID1","Maize",24.4246527777778,3.08829861111111,0,476.814583333333,20.2131944444444,53.40625,973.986111111111,21
"2023/09/05 07:00:00","14","2","ID2","Maize",24.4246527777778,3.08829861111111,0,476.814583333333,20.2131944444444,53.40625,973.986111111111,29
