"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"Week","2-1",0,20.9444444444445,-13.2153040257129,55.1041929146018,0.309786424092207
"Week","3-1",0,-22.8174603174603,-56.1764783996984,10.5415577647778,0.234673911297267
"Week","3-2",0,-43.7619047619048,-76.6448268137335,-10.878982710076,0.00625871406138312
