"term","df","sumsq","meansq","statistic","p.value","significance"
"Week",2,19154.3494800219,9577.17474001095,5.15190162878589,0.00889540848986195,"**"
"Residuals",55,102242.753968254,1858.95916305916,NA,NA,""
