"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"Week","2-1",0,0.403255641879362,-13.9563670974651,14.7628783812239,0.997567209754987
"Week","3-1",0,-18.7647058823529,-33.2617444104746,-4.26766735423127,0.00725876106740408
"Week","3-2",0,-19.1679615242323,-33.5275842635768,-4.8083387848878,0.00538861590339379
