"term","df","sumsq","meansq","statistic","p.value","significance"
"Week",2,625.184489155921,312.592244577961,12.5929214560594,4.28681671168436e-06,"***"
"Residuals",664,16482.3747312339,24.8228535108944,NA,NA,""
