"term","df","sumsq","meansq","statistic","p.value","significance"
"Device",3,728.832468134423,242.944156044808,9.83421836715895,2.36554161864005e-06,"***"
"Residuals",663,16378.7267522554,24.7039619189372,NA,NA,""
